pashto,english,semantic_similarity
ستاسو څخه چې هر څوک هغوۍ د (مسلمانانو) په ضد کومکيان ونيسي، نو يقينآ هغه له هغوى څخه دي. بې شکه اللهج ظالم قام ته لارښوونه او هدايت نه کوي.,"After completing his secondary education, Khan also received a commission to be part of a prestigious corps of Pukhtoon (also known as Pashtun or Pathan) soldiers in the British Army, but refused due to his anti-colonial sentiments.",0.21432176
د ښکار کولو حوصلو له امله ، فیریټونه د مرغیو ، کوچني چرګانو سره یوځای ساتل خطرناک دي (مګر خرگوش چې ورسره وده کړې کیدی شي ملګری شي) ، پوټکی.,"because of hunting instincts, ferrets are dangerous to keep together with birds, small rodents (but the rabbit that grew with it can become a friend), lizards.",0.2142491
تقاضا یو بلاګرګر دی چې غوره ملګری او ترټولو بد دښمن دی - زه د فطرت لخوا بشپړ کمال کوونکی یم، دا څنګه چې زه تل تللی وم او د هغه عناصر شتون لرم چې د حیرانتیا شتمني وي.,"Perfection is a bloggers best friend and worst enemy – I’m a perfectionist by nature, that’s how I’ve always been and there are elements of that which can be an amazing asset. It can provide a path to creating a ground breaking blog, but the downside is that it can also paralyze you and stop you from progressing at all.",0.21357495
تعذيب انسان جواز ندارد، هيچ کس نمى‏تواند حتى به مقصد کشف حقايق از شخص ديگرى اگر آن شخص تحت تعقيب،گرفتارى يا توقيف و يا محکوم به جزا باشد به تعذيب او اقدام کند يا امر بدهد.,"THE HEAD AND MEMBERS OF THE GOVERNMENT, JUDGES, OFFICERS AND MEMBERS OF THE ARMED FORCES, OFFICIALS AND OTHER PERSONNEL OF THE ADMINISTRATION CANNOT BE APPOINTED OR ELECTED TO THE PARLIAMENT WHILE THEY ARE IN SERVICE.",0.21324396
آوا - خلګ غواړی چی دامام حسین (ع) د عزاداری او ماتم مراسم په ډیر شور سره تر سره سی - دچاپ وړ نسخه,AVA - A number of people gathered in front of the Human Rights Commission condemning the killing of children in Afghanistan,0.21323001
پای فریم: لومړی فابریکه د ریلان ویلډینګ درملنه کوي. خوندي کول، د پلی کولو پیاوړي او مصؤنیت لوړول.,"Customers can assemble them free as required. End frame: the first factory adopts raglan welding treatment. Secure, greatly enhancing the strength and safety of the platform.",0.21303701
â € ¢ د ولورپه – په بشپړه توګه يو ځاې د ګواښ د مخنیوي لپاره کارول امنيتي تدابير والز,"Summer Spa Reviver foar € 30 yn stee fan € 55 en gebrûk fan Spa Fasiliteiten op Soul Solutions, Qawra (giftable) – Soul Solutions- Iepen Deal",0.21263206
"د ړنګ انځورونه او وېډيوګانې څخه نوکیا ګرځنده تلیفون بیرته، تاسو کولای شي د غوراوي غوره ""انځور"" او ""ویډیو"" د پيل شي.","Make sure that the memory card can be detected by your computer and appear as a drive letter. Next, run the SanDisk memory card photo recovery software. Step 2: Select the type of files you want to recover",0.2126278
د غور ولایت د مرکز او دولتیار ولسوالۍ په مربوطاتو کې د اوبو د بریښنا د اته کوچنیو دستګاوو د جوړولو د بنسټ ډبره کیښودل شوه,"Until recently, women in the village of Jukna, in the remote province of Badghis in western Afghanistan, used to walk four kilometres a day to collect drinking water for their families.",0.2120778
اټکل کیږي چې د دغو نوو اصولو له مخې به، له هیواده بهر د پناه غوښتونکیو د دوسیو د څیړنو په منظور، مرکزونه جوړ شي او دغو مرکزونو کې به په درې اونیو کې دوسیې څیړل کیږي.,"The original treaty, which was suspended in February 2011 because of the instability that followed the overthrow of former Libyan leader Muammar Gaddafi, was signed in 2008. Libya was promised 4.2 billion euros of Italian investment as compensation for colonization and in exchange for stopping migrants from embarking for Europe from its shores.",0.21165524
ورځ تر بلی د هیواد نفوس ډیریږی ، زراعتي او صنعتي کړنې زیاتوالی مومې ، تقاضا او اړتیاوي هم ورځ تر بلی مخ پورته روانې وي د دغه اړتیا د پوره کولو په مؤخه هېوادونه ډول ډول اوږد مهاله اقتصادي ګلاري وضع کوي .,"Author : Gregory B Poindexter | Type : media article | Date of Publication : June 6, 2016 | Source/s : Hydro World | tags : , Afghanistan, Iran, Salma Hydroelectric Project, Transboundary Waters",0.21078138
د افغانستان د اسلامي جمهوریت جمهور رئیس محمد اشرف غني نن له غرمې مخکې د ځانګړو عملیاتو فرقې له جزوتامونو څخه د لیدنې پرمهال وویل، ټول ملت په تاسو ویاړي، ځکه تاسو د افغانستان د دښمن په زړه کې وېره اچوئ او هغوی پوهېږي چې تاسو په اسلامي عقیده او ملي ژمنتیا سنبال یئ.,"While women’s rights and their role in civic society are under scrutiny in Afghanistan, India’s top policewomen Director General (retd.) Kanchan Choudhry and Special Director General (retd.) Manjari Jaruhar visit their newly appointed Afghan counterpart, Colonel Jamila Bayaz, in Kabul to offer support.",0.21027376
د مرغومي ۱۷ مه – ۱۳۹۲ د غور ولایت د چغچران د کډوالو د ښارګوټي دېرش تنو ښځو، د کلیو د بیارغونې او پراختیا وزارت له خوا د یوې پروژې د پلې کېدلو په عملي کار پیل وکړ. یاده پروژه چې نږدې یو ملیون او اوه سوه زره افغانۍ لګښت پرې راغلی د...,The employees include: 1) two provincial employees of Badghis Rural Rehabilitation and Development 2) an Engineer of Rural Water supply Sanitation and Irrigation Program of the MRRD and 3) three day laborers of a construction company.,0.20839036
د ډول پر اساس چې موږ په عمومي ډول په اړه ليار خبرې کوي، د ځان کلمه کېدای شي او همدارنګه د سره قوت وپېژندله وي. يو سړي چې او په قوي دي نو تړلې چې دا ناشونې څخه د قوت ته ليار مفکوره جلا ښکاري. خو زه فکر نه کوم د موضوع دا ده چې په دغو دوو لغتونه عبارت دي له بيلتون.,"The gym provides a reprieve from the shame and fear of not measuring up to what a real man is supposed to be. And I think that’s the allure of the gym. Beyond the idea that if I’m not acting like a man or feeling like a man at least I can look like a man, there’s something about the gym that gives me a feeling of control.",0.20784172
زموږ د محصولاتو په اخیستو او له هغو څخه د استفادې په صورت کې تاسې د منصفانه استفادې لپاره د منلو وړ شرایط منئ او موافق یاست چې اړونده پالیسي مراعات کړئ.,"As such, the Acceptable Terms on Fair Use may be used to protect Salaam customers against entities or persons utilizing Salaam services in a manner that runs counter to the intent of the promo, fraudulent, or exceeding normal standards of use.",0.20526072
دريم اعلانونو زموږ همکاران ښايي د يو ساوتري تکنالوژي په كار روښانه gifs (د a.k.a. گورت Beacons/گورت منگړانو).,"If I'm supposed to follow in your footsteps, I have no idea how to get that kind of fuel or what it is -- again I would link to a specific product on Amazon, if it's important to have exactly the right thing, and if Instructables will let you.",0.20484622
کله چې تاسو د دې په څیر یو کس ترلاسه کوئ، نو تاسو غواړئ چې د کلونو کلونو په جریان کې نور هم واخلئ. دا روږدي دی.,"When you get one like this, you may want to get more as the years spread by. That is the addiction.",0.20476909
د ګمرک نقشې کنوانسیون ګمرک او تنظیم کړئ چې ستاسو تنظیم، او همدارنګه د نورو پیچلو شیانو لپاره ستاسو د ګومارلو ډلې ډلې.,"Customize and configure a custom map canvas that suits your organization, as well as group components of your deployment into more complex objects.",0.20448998
د مطلب کود: 61772 سرچينه : د صدای افغان خبری آژانس(آوا) په ننګرهار ولایت کي ۱۴تنه داعشیان مرګ ژوبله اوښتي ده,"But Karzai repeatedly has declined to sign the document, instead saying he wants to wait to sign it after the country elects his successor in the coming April5 presidential election.",0.20412578
د کارونکي ته اړتيا لري تر څو چې دغه پروسه چې په لاندې ډول ذکر شوي دی او ورپسې د آله مدیر لاسرسی:,1. The terminal application is to be launched with the help of the utilities folder under which this application can be searched for easily:,0.20357366
له بلی خوا ځینی نور کار پوهان باوری لری چی دغه اختلافات او ستونزی د نمایندګانو په مابین کی اختلافات په دوه بخشه ویشلی دی یو برخه چی بیخی جدی دی او د حقوقی او قانونی ضعفونه مطرح کیږی او د ولسی مشر غنی لخوا و نمایندګانو غړی ته استول کیږی.,"Other top contenders include former foreign minister Abullah Abdullah, who was the runner-up to President Karzai in the 2009 polls, and lawmaker Abdul Rab Rasoul Sayyaf, an influential ethnic Pashtun religious scholar.",0.20302662
د عامه ساتنې او امنیتي تصدۍ معینیت د قراردادونو آمریت د خپلو فعالیتونو په لړ کې په دې وروستیو کې د ملي او بین المللي پانګوالو سره پنځه امنیتي تړونونه لاسلیک کړي دي.,Office of contracting of APPF following its activities in year 2012-2013 has signed236 security contracts with various private investment companies compromised of national and international within the country.,0.202598
هغه ځوان خپلې مورته ورسيد او له هغې يې دوه ټوټے جامې وغوښتے چې ټول بدن يې ورسره پټ کړي. مور هم ورته دوه ټوټے ورکړے اوځوان په هغې سره خپل بدن پټ کړ او په ډيرې مينې د مدينې په لور روان شو.,"A Muslim woman may wear whatever she pleases in the presence of her husband and family or among women friends. But when she goes out or when men other than her husband or close family are present she is expected to wear a dress which will cover [her hair and] all parts of her body, and not reveal her figure.",0.20231768
روشن شرکت (د افغانستان ټلکام پراختیا شرکت لمېتېډ) له 6.5 میلیون فعالو پيرودونکو او د 34 ولایتونو په کچه د 287 ولسوالیو او ښارونو د پوښښ له پراخې ساحې سره، په افغانستان کې یو له مخکښو مخابراتي شرکتونو څخه دی.,"The opening ceremony will include RAPL 2016’s new THEME SONG performed LIVE by three “Afghan Stars” contestants, the audience wearing colors to symbolize the Afghan flag and many more surprises.",0.20093131
(36) پارس (ايران) لګيا دى د خپلې ژبي څخه ټول او پرهـ (غير) توري باسي، ډېره پنګه لري، سعدي، حافظ، فردوسي، په زراوو پاړكيان دي. دا ټول په خپل ځاى پرېيښي دي له دې سلو كلونو څخه خپله ژبه پاكوي. تر دې چې پردي توري خو پرېږده ځيني ټكي يې لا وايستل.,"In the Bangash pedigree tables, showing the allotment of shares in the land to the different sections, the Niazis are shown among the original sharers, but I expect that most of their lands were acquired independently of the Bangashes. The Niazi villages form a lone strip interposing between the Khattaks and the Bangashes from Togh, in Miranzai to Manda Khel, a distance of more than thirty miles.",0.19890875
د غبر ګولي ۳ مه – ۱۳۹۳ د هرات ولایت د پښتون زرغون ولسوالۍ د بېلابېلو کلیو اوسېدونکي په دې وروستیو کې د کلیو د بیارغونې او پراختیا وزارت د ۱۹ بنسټیزو پروژو د پرانستلو او ګټې ته سپارلو شاهدان وو.,"Recently, the Ministry of Rural Rehabilitation and Development completed and handed-over 19 utility projects in various villages of Pashtoon Zarghon district, Herat province.",0.19845462
کندهار (پژواک، ۸ کب ۹۶): د کندهار ښار په ځینو ساحو کې د تېز باران او ږلۍ له امله سېلابونه راوتلي او خلکو ته یې مالي زیانونه اړولي دي. که څه هم ورښت هومره زیات نه و او یوازې څو دقیقې یې دوام وکړ خو د کندهار ښار په ځینو ساحو کې سېلابونه را ووتل او یو...,"NILLI/ZARANG (Pajhwok): Two people, including policeman, have killed and four others wounded in traffic accident and bomb blast in central Daikundi and southwest Nimroz provinces, officials said on Saturday A woman was killed and two other injured...",0.19729581
تْشيانشانو تيرمي Hotel Edy تْشيانشانو تيرمي Villa Crociani تْشيانشانو تيرمي Hotel Marystella تْشيانشانو تيرمي La Vittoria 10 - La Soglia Della Val D'orcia تْشيانشانو تيرمي Grande Albergo Fortuna تْشيانشانو تيرمي Albergo Le Sorgenti تْشيانشانو تيرمي Park Hotel تْشيانشانو تيرمي Suisse تْشيانشانو تيرمي Albergo La Rosetta تْشيانشانو تيرمي Grand Hotel Le Fonti تْشيانشانو تيرمي Albergo Angela تْشيانشانو تيرمي Hotel Savoia Palace,"USD U.S. dollar EUR Euro GBP Pound sterling AUD Australian dollar CAD Canadian dollar CHF Sveitsiske franc DKK Dansk krone HKD Hong Kong Dollar JPY Japanese Yen NOK Norwegian krone NZD New Zealand dollar SEK Swedish krona SGD Singapore dollar CNY Chinese yuan KRW South Korean won TRY Turkish lira UAH Ukrainian Hryvnia ZAR South African rand RUB Russian ruble SAR Saudi riyal BRL Brazil, Real CZK Czech Republic, Koruna",0.19664067
د افغانستان اسلامي جمهوري دولت د موخو او د وړتیا اصل پاللو لپاره، په پارلماني چارو کې د دولت وزارت د دفتر ریاست څلورم بست (د کوچيانو چارو خدماتو د همغږۍ عمومي مديريت) د دوو اونیو . . .,"During a Special Occasion of Accountability, State Minister for Parliamentary Affairs shared with the public all the achievements of last year 1397 as well as the planning for current fiscal year 1398:",0.19652592
(د ارواښاد ډاکتر کبیر ستوري له ناچاپه لنډولیکنو څخه) د لیکلو نیټه: جولاي ۱۹۹۸,"But I learnt about this quote when Baba (Wali khan) confided to me in one of his lengthy discourses on the freedom struggle, and what became of the subcontinent after the birth of India and Pakistan.",0.19593954
څو وسلوالو کسانو نن سهار د ولسی جرګې د غړی فریدون مومند پر کور ډله‎ییز برید کړی چې په موقعې د پولیسو په غبرګون کې په هماغه پیل کې وژل شوی او یوه بریدګر مقاومت وکړ چې په نتیجې کې ئې یو پولیس هم و وژل شو .,US President Donald Trump’s predecessors also began crafting their Iran policy with similar bravado; but came around to accepting and respecting the reality of Iran as they became more experienced in office.,0.19539073
1 يک روش ترکيبي بر پايه شبکه ايمني مصنوعي و آتاماتاي يادگير براي خوشه بندي داده ها سومين کنفرانس داده کاوي ايران ملی محمدرضا ميبدي تهران 1388/08/27,2 History-driven firefly algorithm for optimisation in dynamic and uncertain environments International Journal of Bio-Inspired Computation 8(5) - محمدرضا ميبدي,0.19478276
د سرلیکونه په دې تړون کارول صرف د هوساینې لپاره شامل دي او به دې شرطونو نه محدود کړی او یا بل ډول اغیز وکړي.,The headings used in this agreement are included for convenience only and will not limit or otherwise affect these Terms.,0.19447073
د پښتو ته راواپس کېدل د لټولو د پاره خو خُدائ پاک خپله مينه مُونږ ته داسې ښکاره کړه،کله چه مُونږ لا ګُناه ګار وُو نو مسيح زمُونږ دَ پاره مړ ش,Answer: The Four Spiritual Laws are a way of sharing the good news of the salvation that is available through faith in Jesus Christ. It is a simple way of organizing the important information in the Gospel into four points.,0.19425878
دا د لمس وړ پړاو شاته راهیسې ليکوالو د معمولا د غوښتنې devirtualise، چې ستاسې د ليږد په خبرپاڼه کې (يا دنده آفسيټ نښه struct) نه شي.,"This is a tangible step backwards since compilers can often devirtualise calls, which your switch statement (or function pointer struct) can’t.",0.19339252
پروتوکول شماره ۳ – مربوط به قرارداد میان حکومت اتحاد جماهیر شوروی سوسیالیستی و حکومت پادشاهی افغانستان راجع به رژیم سرحدات مملکتی اتحاد شوروی و افغانستان,"This research revealed two types of challenges: i) internal (national level) challenges, and ii) external (international or transboundary) challenges.",0.19299491
د ویزی غوښتونکی، که د پوستی له لاری غوښتنه کوی او یا خپله سفارت ته مراجعه کوی، باید لاندینی اسناد او ضروریات سفارت ته وسپاری: ـ,"240 Argyle Ave. Ottawa, Ontario, K2P-1B9 _ Phone: (613) 563-4223 / 65 _ Fax: (613) 563-4962 _ contact@afghanembassy.ca",0.19287398
د ارواښاد استاد سعد الدین شپون له مړینی سره د پښتو نثر یو ستر څلی را ونړید او د معاصر ادبی هنر یو غروو چی را پریوت ....,AMBASSADOR ALI A. JALALI ATTENDED THE YEARLY RECEPTION FOR DIPLOMATIC CORPS AT THE MESEBERG CASTLE IN BRANDENBURG.,0.19213784
طالبان پر اسلام اباد د حملې گواښ کوي - نسيم پسرلى Swat civilians caught in the crossfire - پښتونخوا خبریال No Space For Art In ´´Taliban State´´ - Dr. Ashraf Ali,He demanded of the govt.other international donors to come forward and provide shelter to the affectees of the war and adjust all those students in colleges and schools in Peshawar and other comparatively safer districts to get education scot free.,0.1908259
"1 ګام د دوتنې تاسو غواړئ چې په توګه پر پرده لاندې ښودل بیرته ډول وټاکئ، چې تاسو کولای شي: ""ټول د دوتنې ډولونه"" د پیل او د 'بل' کلیک ټاکي.","Step 1 Select the specific file type, or you can select the ""All File Types"" and Next.",0.18979803
هر يو شې مې وليدلو په درياب کښې هم قايم او هم ژوندې په دغه آب کښې,"The crest of the mountain at the shrine is not the highest point, which is at one of the three knob-like peaks at the south end of the crest.",0.18860766
کوه رونګ یو لوی لوی ټاپو دی - که تاسو غواړئ چې د نورو حیرانتیاو ځایونو وګورئ (او هلته ډیری دي)، موږ ستاسو لپاره سپارښتنه کوو چې یو د جزیرے سفر.,"Learn everything about Koh Rong Island in Cambodia with our official Koh Rong travel guide, covering Koh Rong and its sister island Koh Rong Samloem.",0.18852527
"په دې وروستیو کې ما د 8,000th تبصرې د جنت څخه د بلاګنګ په اړه خپل نظر ترلاسه کړ. د دې مرحلې له منځه وړلو وروسته زه غواړم د قضیې مطالعه شریک کړم چې څنګه ستاسو په بلاګ کې د 8,000 تبصرو څنګه ترلاسه کول. تاسو ولې غواړئ ...","After hitting this milestone I want to share a case study detailing how to get 8,000 comments on your blog too.",0.18456733
ښځینه کډوالې د تیریو او استثمار د خطر په لوړ حد کې دي. د دې لپاره چې له دې خطرونو وژغورل، میرمنې غواړي چې له نارینه کډوالو څخه ځانونه ډیر لرې کړي. ستونزه دا ده چې دوی ډیر خپل ځانونه تجریدوي، نو د خوندیتوب، د ناقانونه کډوالۍ د بدیل په اړه مهم معلوومات لږ ترلاسه کوي.,"Even if they manage to get to the UK, they frequently end up in debt to smuggler networks and continue to be exploited. Can the UK force me to return to my home country? Even if you do reach the UK on one of these dangerous routes, there is a high chance you will be caught and removed upon or after your arrival.",0.18449536
ځینې ویب میزبان به د خپلو پیرودونکو غوښتنه وکړي ترڅو د ټیټه بیې ټیکس تبادله کې ډیر اوږدې مودې لپاره ګډون وکړي.,Some web hosts will request their customers to subscribe for a very long period in exchange of the low price tags.,0.18447945
په هلمند ولایت کې امنیتي او دفاعي ځواکونو هوايي او ځمکنیو عملیاتو کې ۲۴ وسلوال مخالفین وژلي او ۱۹ نور یې ټپیان کړي دي.,9 Mar 2014 12:23 Sri Lanka to support Afghanistan cricket development The agreement with Sri Lanka comes at just the right time for Afghanistan. 9 Mar 2014 12:13,0.18361694
تر بل هرچا د ناامنه سيمو اوسيدونکې سولي ته زياته اړتيا لري، چيرته دهغوی څخه امريکایې پوځيانو ته د اډو ورکولو په اړه پوښتنه شوې؟ چارواکې، حکومت او امريکا پلوه خلک خو په ښارونو کې اوسيږي، څه ډول کولای شي چې هغوی د ناامنه سيمو څخه استازيتوب وکړي؟,"McChrystal’s statement that ""we’ve been at this for about 7 months now"" is a two-fold assertion.",0.18213762
"په وروستي کلونو کې، په نړۍ کې یوه ډیره غمیزه نده لیدل شوې: د شاتو مچۍ په لویه کچه ورک کیږي. بیرته په لومړنیو نیوتیو کې، بیکیکرانو دا عجیب عامل وپیژندل، او په 2006 کې دا د پخوا په نوم نومول شوی ""د مک مکانونو د ویجاړولو یو سنډوموم"".","In recent years, a very sad trend has been observed in the world: honey bees are disappearing massively. Back in the early nineties, beekeepers noticed this strange phenomenon, and in 2006 it was already named ""a syndrome of destruction of bee colonies.""",0.1800403
اول د يوحنا خط ٥: ١٣ مُونږ ته وائى، ”دا خط تاسو له دا يقين درکوى چه تاسو دَ تل ژوندُون ولرئ ځکه چه تاسو دَ خُدائ پاک دَ زوئ په نامه ايمان راوړئ.“ خُدائ پاک غواړى چې مُونږ په نِجات باندې پوهه شو. خُدائ پاک غواړى چې يقيناً زمُونږ دا اعتماد وى چې مُونږ ته نِجات مِلاو شوې دې. راځئ چې دنجات هغه بُنيادى ټکى له ورشو:,"It is okay to not have all the answers. Solomon, the wisest man who ever lived (1 Kings 3:3–15; 4:30; 10:1–9), raised many questions in the book of Ecclesiastes, answered most of them, and then offered a final conclusion about life. He said that all people should “fear God and keep his commandments, for this is the duty of all mankind” (Ecclesiastes 12:13).",0.17862564
"د یو بل خبر له مخې، ښاغلی ""منصوري"" د دغه سفر په ترڅ کې د کنړونو ولایت د نرنګ په ولسوالۍ کې د ۸۰۰ متره په اوږدوالی د یو استنادی دیوال پروژه پرانیسته او ګټې اخیستنې ته یې وسپارله.","Subsequently, some of the participants delivered their view-points regarding the issue; they highlighted the challenges toward the implementation of the developing projects.",0.17699641
2. له لاسه دوتنه راستنول انتخاب دی بيا وټاکل شي تر څو باوري کړئ چې د کارن د هنر بڼې غوره او د دولت د هر ډول موضوع او ستونزې پرته تر لاسه کړي. په دغه ګام د کارونکي ته هم باید ډاډه کړي چې د ډرایو چې د معلوماتو له لاسه رامنځته شوې، انتخاب او د سيستم هم سکن:,2. The lost file recovery option is then to be selected to make sure that the user gets the best and the state of the art features without any issue and problem. In this step the user also needs to make sure that the drive where the data loss occurred is selected and the system is also scanned:,0.17584878
د کورنیو چارو وزارت د عامه‌ساتنې او امنیتي‌تصدۍ لوی‌ریاست د دولتي پروژو د ساتنې ریاست سرپرست مل‌پاسوال محمد ایاس اکبري د یو هیئت په مشرۍ پکتیا ولایت ته سفر وکړ,Over 40 guards of APPF and Enterprise Security were deployed to their Detachments after one month of military training from Command Educational Center of APPF and Enterprise Security.,0.17551583
له تاسو څخه په لومړۍ ضمیمه کې د ذکر شوي سامانونود تیارولولپاره د قیمت ورکولو غوښتنه کیږي.په دویمه ضمیمه کی جدول دی چی پکی به ستاسو لخوا نرخ ورکول کیږی. په دریمه ضمیمه کې د سامانونو ځانګړتیاوې او څرنګوالی تشریح شوی دی.,"د افغانستان د اسلامی جمهوریت،د مخابراتو د وزرات لپاره د تدارکاتو غوښتنه 0.297521 mcit.gov.af/d8/en/page/4876/6005.html mcit.gov.af/d6/ps/tender/15887.html With installation of SDH switches, the fiber optic project from Logar to Ghazni has been inaugurated.",0.17514515
ـ دولتي ودانۍ په اجاره ورکول، چې دهیواد په کورنیو جګړو کې له مینځه تللې وي او تراوسه د استفادې وړ نه وي، د دولتي امکاناتو په برابرولو او له اشخاصو او شرکتونو سره د پروتوکول له مخی د قانون مطابق بیا جوړول.,"– Rents to rebuild those government buildings that were destroyed during the civil wars and are now unusable, through the use of government facilities or protocols with companies or individual individuals in accordance with the law.",0.17491338
پرتګالي - ډیر خوندور او خوشحاله خلک، دوی مزاحیم او مذاق خوښوي، مګر یو څه خندا. د سبټیل انګلیسي انګلیسي مزاحمت نه دی شوی.,"Tingnan ang isang listahan ng mga online bingo site, pagkuha ng mga manlalaro mula sa Bolivia, at nag-aalok ng mataas na kalidad at ligtas na mga laro.",0.17466709
هغه انځورونه چې د محصولاتو استازیتوب کوي لږترلږه هغه څه منعکس کوي چې محصول یې په حقیقت کې دي: څه چې تاسو یې لیدل کیږي تل هغه څه نه یاست چې تاسو یې ترلاسه کوئ.,The images used to represent the products rarely reflect what the products actually look like: what you see is not always what you get.,0.17385373
پوهنې وزارت- کابل: پوهنې وزیر ډاکتر محمدمیرویس بلخي د هدفمندو ځوانانو ټولنې سره په لیدنه کې یاده کړه چې په نژدي راتلونکي کي به د پوهنې وزارت او مدني ټولنو تر مینځ د همکاري طرحه وروستي. . .,"KABUL: Deputy Minister on Youth Affairs of the Ministry of Information and Culture, Dr. Kamal Sadat handed over 8000 books donated by the ministry’s Public Libraries directorate to the Ministry of Education here yesterday, BNA reported.",0.17349762
موږ ټينګار په دقت سره تل جوړولو هره برخه، هڅه وکړي چې له ښه کیفیت، کامل د خدمت او د لوړو موثریت د پېرودونکو غوښتنې خوري.,"We insist on making every detail carefully always, try to match customers’ requirement with better quality, perfect service and higher efficiency.",0.17197147
دا ماده وړاندې کوي د په بازار کې په سر 5 Toshiba باندنۍ هارډ ډرایو نمونې څخه چې کارنان کولای شي غوره يو غوره جامع تفاهم! ...,Learning how to use an external hard drive can come in handy for the ones looking to expand their digital storage through physical devices. ...,0.1716464
تر اوسه پورې د کوچيانو ژوند ته هيڅ افغان حکومت پاموړ توجه نه ده کړې,"Despite the lack of support for science and innovation in Afghan schools, a young inventor in Logar has created a mini excavator from syringes and plastic pipes based on a photo he saw in class.",0.1703964
دا مسله له تیرو پینځو کلونو راهیسي د کابل او واشنګټن ترمنځ د جنجال زیږونکو مسلو په سر کې راتله چي څو ځله یې د نړیوالې ترهګرۍ او طالبانو دغه دوه دښمن ملګري سره ښکر په ښکرکړي دي.,"However, he said the US wanted to deploy its troops to eight areas for training Afghan forces, if Afghanistan wanted so.",0.16884592
"Wl bj var غواړئ غواړئ اې پي پي = = """"کولاې . د نور خپلواکې تنظيمونکې ادارې او داسې نور. زياته کړه, چې په پاي کې د د ژباړې رابطه كوم","var wl_bj_app = """"; // Extra parameters etc. that are added to the end of the translation link",0.16871059
"""آیا تاسو خوشبین، امبر-روی جیلی د پخه روانو برری څخه لرې کړی؟ که نه، نو زما لارښوونه وګورئ، زه به تاسو ته ووایم چې د جیل """"روح روان"""" کڅوړه څنګه وخورئ!""","Home pies can be not only simple and satisfying, but also incredibly exquisite, original and truly festive. One such classic",0.16745856
هغه وویل چی د دغی بهرنی وسله والو ۲۰۰ کس ته رسیږی او د ارغنداب په ولسوالی، میزان او خاک افغان په ولسوالیانوته راغلی دی.,"Though the Afghan forces endured, they did little to answer some persistent questions about their ability and image, including whether they can handle their own planning and logistics as American forces continue to pull back.",0.16699004
که په لاندې حالاتو کې په جرمني کې د چا بچیان په دوی پسې جرمني ته راشي؛ د پناغوښتنې پروسه به يې په اتومات ډول پیل شي:,"Please note: For unmarried children who enter Germany with their parents, an asylum procedure is automatically initiated when the parents apply for asylum.",0.16585748
هغه سبقونه چې ساده او اسانه وي په هغه ځای کې چې تاسو خبر کړئ کله چې تاسو خبر شئ. د دې کورس تطبیق او ستاسو د ویرې انلاین کول. خپل ځان ته فرصت ورکړئ چې خپل سرینګ وټاکئ او خپل ځان وساتئ!,"Terms of use : the site comme-un-pro.fr is proposed in different web languages (HTML, HTML5, Javascript, CSS, etc ...) for a better comfort of use and a more pleasant graphics, we recommend to use modern browsers like Internet explorer, Safari, Firefox, Google Chrome , etc ...",0.16556223
فزیکي او ذهني تمرین وکړئ، دا به تاسو سره د ښه احساس کولو په برخه کې مرسته وکړي.,“Japan is well known as a difficult country to export to and is not a huge market for Solar Solve but it is still a significant one for us and we are always pleased and very proud when win orders there.”,0.16425055
رییس جمهور اشرف غنی نن دغرمی نه مخکی په یو کنفرانس کی د امنیتی او دفاعي ارگانونو سره وکتل,And seasoned veterans like James Toler are desperate to ensure that monument incorporates the artistic expression of the real men and women who fought in this war.,0.15962863
"< 140 سم, 151 - 160 سم, 141 - 150 سم, 161 - 170 سم, 171 - 180 سم, 181 - 190 سم, > 191 سم","jomar1994 _ ذكر 45 _ Los Angeles County, California, United States _ Pinay Romances Dating",0.15929681
په دې ماډل کې، تاسو به پوه شئ چې څنګه د ویب پاڼې د خپرولو لپاره د ویب موادو محتوا حلولو لپاره کارول کیږي.درسونه,Its the best training which I had. The trainer had the most consummate skills of Java a...,0.15868373
"In د محتوياتو د بيا رغونې لپاره لارښود لارښود , د بفیرپ د کیان لی د پخوانی محتوا د بیا رغونې په برخه کې لاندې ګټو لیست کړی.","The benefits of recycling old content In The Ultimate Guide to Repurposing Content , Kevan Lee of Bufferapp listed the following benefits in recycling old content.",0.15840617
۳ــ فردا تا = (فراه رود) . ۴ــ خواز ننګهيتي = هاروت رود . (دفراه په سيمه کي).,"The committee included Dr Syed Mahmood, Lala Dooni Chand and Maulana Abdul Qadir Qasuri, the grandfather of Pakistan's former prime minister, Moeen Qureshi.",0.158117
۱- ځواک لرونکي ملت د خدای ج په اتکا او د نفس په اعتماد سره مبارزه تر سره کوی اود دینی علمی ټولنیز مشارکت او صحیح مدیریت په استفاده سره دا ستونزی حل او ژوند پر مخ بیایی .,"Partial ownership also called as incomplete ownership. It means that a person onlyowns one aspect of the property, either its corpus or usufruct and also own the rightsincluded in a land.",0.15746403
ستا استازی یې باید غوښتنه ( درخواستت) وکړي، مهرباني وکړه د خپل استازي څخه پوښتنه وکړه. که ستا سن د ۱۸ کلو او له هغه څخه پورته وی نو باید غوښتنلیک خپله ولیکې. مخکې تر دې چه یو کال پوره شي باید غوښتنلیک ورکړې. کیدای شي ستا ویزه د ۲ کالو د پاره تمدید شي .,Please ask your legal representative. If you are already 18 years old you need to make the request yourself. You have to make the request before your right of residence expires. You might then get a right of residence for two years.,0.15689686
