pashto,english,source
حامدکرزی: انسان پالنه، د تعلیم وده او د افراط او تفریط له منځه تلل، د غني خان آرزوګانې وې,"Matiullah Fazli, deputy director of the Khost education department, told IWPR that the province currently had14 high schools,17 middle schools and36 primary schools where girls could study free from any risk of intimidation.",WMT20
د کابل د جنایي جرمونو پر وړاندې د مبارزې ریاست چارواکي وایي، یو سړی چې له یوې ښځې سره نامشروع اړیکې درلودې، د مرغومی په ۲۷ مه نیټه د ښځې میړه په چړو وژلي وه او ...,A man brandishing a 16-inch knife has injured seven people in an attack next to a Parisian canal. The man of Afghan origin was also armed with an iron bar when he attacked people outside the ...,WMT20
څنګه د Cetilistat (Cetislim) ټول شیان پوهیږئ چې د وزن ضایع کیدو لپاره راډ پوډر - Sibutramine HCL خام پاؤڈر on د وزن کموالي لپاره د سیټیلسټات خام پاؤڈر,How To Know Everything Of Cetilistat (Cetislim) Raw Powder For Weight Loss – Sibutramine HCL raw powder on Cetilistat raw powder for weight loss,WMT20
Polémique au carnaval d’Alost: le bourgmestre répond au ministre israélien des Affaires étrangères Polémique au carnaval d’Alost: le bourgmestre répond au ministre israélien des Affaires étrangères Le bourgmestre d’Alost... نړیوال,Polémique au carnaval d’Alost: le bourgmestre répond au ministre israélien des Affaires étrangères Polémique au carnaval d’Alost: le bourgmestre répond au ministre israélien des Affaires étrangères Le bourgmestre d’Alost...,WMT20
"""هيوسانگ كلاس براي فروش خودروهاي وارداتي تاسيس شد. الياف نقره """"نقره جادويي ميپان"""" ساخته شد. شركت هيوسانگ Spandex در گوانگ دونگ چين تاسيس شد. شركت هيوسانگ فيلم در ژيجيانگ چين تاسيس شد.""","2006 Contracted with Goodyear for the long-term supply of tire cords and contracted to take over four factories around the world, Acquired an Agfa Photo production facility in Germany",WMT20
لګول: وروسته له هغه چې ماشین ستاسو فابریکه ته ورسیږي ، که تاسو اړتیا لرئ ، زموږ تخنیکینګ به ستاسو ځای ته د ماشین نصب او ازموینې لپاره لاړشي او ستاسو کارګر به د ماشین چلولو لپاره وروزي (د ریل وخت تاسو په کارګر پورې اړه لري).,"Installation: after the machine arrive your factory,if you need,our technician will go to your place to install and test the machine and also training your worker to operating the machine (The time of train depend on you worker).",WMT20
سنګاپور - د ټاپو ټاپو (د 63 ټاپوان او هغه ساحه چې مصنوعي بیا رغول کیږي)، د جزایانو لخوا سرحد ملایزیا او انډونیزیا. د لومړي ځل لپاره دا هیواد د دریم پیړۍ په اعلامیه کې ذکر شوی دی. په 15-16 پیړیو کې دا هیواد د جوهر سلطان سلطان برخه وه، او وروسته د برتانيې امپراتورۍ یوه جوړه شوه.,"In the 15-16 centuries the country was part of the Sultanate of Johor, and later became a colony of the British Empire. Further Singapore was part of Malezya.",WMT20
د مجنون له پاره د واده دا خبر لړزوونکی و او هم هغسې یې د بیلتون ژوند ته ادامه ورکړه او په ښار کې خپل کور ته په مور او پلار پسې د راتللو نه یې انکار وکړ.,"There were once two boys who were very good friends. Their names were Arman, which means hope, and Batoor, which means brave…",WMT20
د یادونې وړ ده چې دا پروازونه دمخه له پاکستان د فضا څخه تیریده او اوس د لویدیز – ختیځ دهلیز او ددې لارې دوه طرفه کیدو په پرانیستلو سره د افغانستان د لارې د کموالي له امله شرکت پریکړه کړې چې وروسته له دې به د افغانستان د فضا څخه خپل عبوري پروازونه ترسره کوي.,"The effective policies and procedures of the Afghanistan Civil Aviation Authority to measure the airline’s services, standards and the implementation of the safety standards on them have changed the views of the foreign countries on the Afghanistan Airlines.",WMT20
د محصول د اسید او کنډک درجه کنترول کړئ، ترڅو د مالګې څخه د اسید بیس کې مالګه بدل شي، چې نتیجه یې ناسمه محصول وي؛,"Control the degree of acid and alkali of the product, so as to prevent the salt from being turned into salt in the acid base, resulting in the invalid product;",WMT20
دلته د غوره کولو لپاره ډیری د کوربه توب چمتو کونکي شتون لري ، مګر دا سخته ده چې د ګلاب کوربه کولو په پرتله د اوږد تاریخ سره یو څوک ومومئ.,"There are plenty of hosting providers out there to choose from, but it's hard to find one with a longer history than that of Rose Hosting. Founded in 2001, this hosting provider is located in St. Louis Missouri in the United States where it also runs its own data center.",WMT20
ETL، CETL، م، ROHS، الیکشن تصدیقونه او داسی نور ټول اجزا د وړ مواد کړي. 100٪ د کیفیت د چک او د هر محصول بار مخکې تلپاتې ازمايښت.,"ETL, CETL, CE, ROHS, CEC certifications etc. All components adopt the qualified materials. 100% quality check and durable testing for every product before shipment.",WMT20
حكومت د مركزيت د اصل په ساتلو سره د اقتصادي، ټولنيزو او فرهنګي چارو دګړندي كولو او ښه والي او د ملي ژوند په پرمختګ كې د خلكو د لازياتې ونډې اخيستو په منظور، لازم صلاحيتونه د قانون له حكمونو سره سم محلي ادارې ته سپاري.,"In case the combined committee cannot solve the disagreement, the defeated resolution is considered void. And, if the resolution is approved by the Wolesi Jirga, it can be approved in the next session of the Wolesi Jirga by the majority of its members.",WMT20
د نسوور پوستکی ښځی د ګلابی رنګ رنګ ډک ډیزاین سره د خورا ښه ټایټ لپاره ځي؛ دا د ټایټ ډیزاین جوړوي چې دوی قاتلین او ټولګي ته ګوري,Brown skinned women go for Awesome Tattoo with face of pink ink design; this tattoo design make them look captivating and classy,WMT20
دا ډول یو اعلان به د سپینې ماڼۍ لپاره یو لوی بری وګڼل شي او ممکن د ناټو تړون د غړیو هیوادونو، چې وايي د ۲۰۱۴ کال تر پایه له افغانستانه خپل ځواکونه باسي، اندېښنې تر یوه حده کمې کړي.,"Jim Walsh: What's behind North Korea's launch plans? CNN interviewed Jim Walsh, an international security analyst from the Massachusetts Institute of Technology, on ""Starting Point"" to help explain the tense situation. 7 Apr 2012 16:49 Author:",WMT20
بد بختانه دافغانستان حکومت تر اوسه په حکومتداری که نه دعقل سهم پرځای کړی دی او نه هم ددین سهم. نه درسول دسیری او سنت څخه پیروی کړی دی او نه هم دهغه غربیانو عقلونه چی دخدای نه بی خبره دی تړلی دی.,"ZALMAY KHALILZAD: But we can say we are willing to sign with him, but we're willing to also -- we're open to signing with his successor. I agree with David that this idea of setting deadlines and not meaning them, as probably Karzai believes that we are not serious, that we will meet his terms, that Afghanistan is very important for us and we will accommodate him.",WMT20
Portuguese قاموس جوړيدلو ته د انګليسي ژبه دي. په كار كې comprimentos سلام habituais كې هي Alo السلام عليکم! كې كې Oi څنګه چه تاسو كې? زور Como vai? نه تاسو نه كې? زور Como esta?,English to Portuguese Dictionary. USEFUL GREETINGS COMPRIMENTOS HABITUAIS -Hello -Alo -Hi -Oi -How are you? -Como vai? -How do you do? -Como esta?,WMT20
افغان ځانګړو ځواکونو دکندز ښار بېرته له طالبانو نیولي او هغو ته یې درنده مرګ ژوبله اړولې.,"The Afghan government has moved to release80 percent of the high-security detainees who were handed over this year by the U.S. military and evaluated by an Afghan review panel, according to a Defense Department report released.",WMT20
د دستاویزه په اوږدو کې، د سپوږمکۍ آرټ کار اویاور بیینکوزکی په نړۍ کې پیژندل شوی. د رنګ شوي پلکسګیلاس یا د سریلپپ فلمونو سره یې د ښار فرنيچر او پلونه بیلابیل باردونیز انسټیټیوټونو ته ډالۍ کړل. نړیوال پروژه پیژني هیڅ حد نه پوهيږي رینبو لیزر ښارونو ته مراجعه کوي او د دوی موقعیت د مسلکي غونډې رڼا سره نښلوي.,"During the Documenta, the light art works of light artist Oliver Bienkowski became known worldwide. With colored Plexiglas or headlamp films he enchanted city furniture and bridges to unique rainbow installations. The international project Love knows no bounds Rainbow Laser puts over cities and connects their location with professional event lighting.",WMT20
د ټولنیزو شبکو ویب پاڼو څخه ښه ټرافيکو ته ښه ټولنیز سوداګریزه ژباړه. دا ستاسو د بلاګ لپاره لوی لوستونکی دی.,Good social brand translates to good traffic from social networking websites. This results in a larger readership for your blog. Features To Expect In A Social Media Sharing Plugin For WordPress,WMT20
د اسلامي دولت په نامه ډلې یا داعش ویلي چې جګړه د دې ډلې وسله والو کړې ده.,Taliban said the goal of the movement was establishment of an Islamic caliphate from the Caucus region of Central Asia to the deserts of Africa.,WMT20
زه ناراض یم کله چې زه د سرلیک سره بلاګ ومومم زه یوازې په بشپړ ډول لیوالتیا لرم چې یوازې د متن لوی ټوټې ، څو پاراګرافونو ، هیڅ سرلیکونو یا ګولیو او کوچني فونټونو سره مینځپانګې ومومم. دا ما لرې کوي.,"I get frustrated when I find a blog with a title I’m completely excited only to find the content with a big chunk of text, few paragraphs, no headings or bullets and tiny fonts. That drives me away.",WMT20
مګر CloudLinix OS همداشان زموږ مدیرانو ته اجازه ورکوي چې د ممکنه بدسلوونکي کاروونکو سرچینې محدودې کړي او محدود کړي چې نه یوازې د ګډ سرور ثبات ټینګوي مګر د ټولو مراجعینو لپاره د عمومي فعالیت مخه نیسي.,We want all our customers to experience the online success they set out to achieve. But CloudLinix OS also allows our administrators to isolate and limit the resources of potentially abusive users who not only jeopardize the stability of the shared server but also hinder the overall performance for all clients.,WMT20
هلمند کې ۱۴ وسلوال وژل شوي او یو طالب قومندان ژوندی نیول شوی,"UNODC noted that in 2012, farmers could achieve a gross income of $6,400 per hectare from cannabis resin, exceeding the gross income from opium of $4,600 per hectare.",WMT20
په روح حل هوليسټک نه. شامل Back، غاړې او اوږه مالش سره د هوليسټک پښې & Reflexology فوټ مالش جمع د سپا سهولتونه € 50 استعمال ګډو – روح Solutions- Open Deal,Dolgotrajna Gel Polish za roke in noge na ONYX Lepota in žeblji za samo 20 evrov – ONYX Beauty & Nails- Odpri Deal,WMT20
د سعودی تیری ګرو په لس ګونه مزدوران او د هغوی د جګړی ډګر یو شمیر قوماندانان په الحدیده کی د یمن د لویدیځی غاړی په جګړو کی وژل شوی او د هغوی نور سل ګونه تنه ټپیان شوی دی,"A group of Syrians, who have been freed by army forces from Daesh’s captivity, have expressed their gratitude to President Bashar al-Assad, whose government has been leading the nation’s fight against terrorism.",WMT20
زده کوونکو ته د تعلیمي دورې پای ته رسولو څخه وروسته یوه شهادتنامه ورکول کېږي. که چېرې زده کوونکی یا د زده کوونکي سرپرست وغواړي نو د شهادتنامې سره یو عمومي تدریسي نظر هم ضمیمه کېږي. د تدریسي نظر موخه دا وي چې زده کوونکي وکولای شي په راتلونکي کې خپلو زده کړو ته ادامه ورکړي.,"At the end of special needs comprehensive school, pupils are given a certificate for the education they have completed. If a pupil or their guardian requests it, the certificate can be supplemented with a general study assessment.",WMT20
په سمندر كښې د ګېر شويو زياتره كډوالو تعلق بنګله دېش سره دے۔ د انډونېزيا چارواكي,"ISLAMABAD, April 25 (APP): Federal Minister for Information,Broad- casting and National Heritage Senator Pervaiz Rashid Saturday strongly condemned the killing of Human Rights activist Sabeen Mahmud.",WMT20
د پوښتنې وخت: 1.27 MS د وروستنۍ پوښتنې وروسته: 35.68 MS د پوښتنې یادونه: 0.027 MB د پوښتنو دمخه یادښت: 6.642 MB رینونه بیرته راستانه شول: 1,Query Time: 0.98 ms After last query: 0.38 ms Query memory: 0.025 MB Memory before query: 8.313 MB Rows returned: 1,WMT20
د هېواد لپاره پریکړه پټه د سپتمبر 23 د بلجیم انقلاب وه، 1830 - بلجیم خپلواک خپلواک سلطنت اعلان کړ، پداسې حال کې چې سټیرینګ پاچا لیپولډ I. په بلجیم کې ډیره لویه شوې وه پداسې حال کې چې زه او د نړیوالې جګړې دویمه برخه - ډیری ښارونه نږدې بشپړ ویجاړ شوي وو، مګر د اقتصاد کمیدل او هیڅ حساب نلري.,"Legislative regulation of gambling business in Vietnam Without the creation of appropriate conditions for future investors and operators about any successful development of gambling can not walk and talk. It is well aware of the country’s power, so try to make the investment environment in Vietnam as comfortable as possible, not forgetting about the interests of the state.",WMT20
د تجارتي وړ کتو سره سم د تعقیب وړ دي او یوازې اړتیا لري د مهارت او سمبال وسیله سره. که تاسیسات پخپله ترسره نشي، مور او پالر باید دې ته پاملرنه وکړي چې آیا وړاندیز کونکي د بدن جوړونې خدمت وړاندې کوي.,"The commercially available kits are pretreated accordingly and need only be assembled with skill and the right tool. If the setup can not be done by itself, parents should pay attention to whether the provider offers a bodybuilding service.",WMT20
4. کله چې د پروسس کولو، معلوماتو تثبیت، د آپریټر ټیټ اړتیا، او د عملیات انفراسټرکچر انساني کولو ته بڼه ورکړئ.,"4.Only pick out the shape when processing, edit the data, low requirement of the operator, and the operation interface was humanization.",WMT20
کمبوډیا د سپفیرانو، روبیانو، زهرونو او ډیری ډبرې لپاره ستاسو سرچینه ده. که تاسو موږ ته اړتیا لرو چې د سفر او استوګنې په ګډون د ټولو سفرونو ساتنه وکړو، موږ دا هم کوو.,"Cambodia is your source for Sapphires, Rubies, Zircons and lots of Stones. If you need us to take care of the whole trip including travel and lodging, we do that as well.",WMT20
که تاسو په یوه موضوع کې چټک برښنا ته اړتیا لرئ یا یوازې د خپل بلاګ مقالو مقالو لپاره د اصلي موضوع زده کولو لپاره، MIT OpenCourseware د عامو خلکو سره خپلې غوره کورسونه شریکوي، او د 2005 څخه وروسته دا کار کوي.,"Whether you need a quick brush up on a subject or just to learn the basics of a specific topic for your blog articles, MIT OpenCourseware shares its best courses with the public, and has been doing so since 2005.",WMT20
برازیل کے صدر نے پرتشدد جرائم کے حل اور ان سے تحفظ کے لیے بنائے گئے تاریخی ڈی این اے ڈیٹابیس قانون پر دستخط کر دیے,The Secret Recipe for Powdered Alcohol to be Sold at Auction The Secret Recipe for Powdered Alcohol to be Sold at Auction الوصفة السرية لمسحوق الكحول تُباع في مزاد علني,WMT20
د ماشومانو لپاره د تفریح په اړه فکر وکړئ. وګورئ چې کوم ځایونه، حوزې، فعالیتونه ماشوم سره په نوي ځای کې لیدل کیدی شي. سربیره پردې، ماشومان کولی شي خپل غوره کتابونه، د تخلیقیت لپاره توکي، د ریت، رنګ، او نور سره لوبو لپاره جوړ کړي.,"See what sights, excursions, activities can be visited with the child in a new place. In addition, children can take their favorite books, materials for creativity, sets for games with sand, coloring, etc.",WMT20
ب - احياى ثبات و امنيت امپرياليستى خليج فارس، که در اثر انقلاب ايران ضرباتى کارى بر آن وارد آمده، و تامين و صيانت منافع انحصارات نفتى در خليج فارس که عملا در جهت تحکيم حاکميت امپرياليسم آمريکا بر منطقه خليج قرار ميگيرد.,"The invasion of the Ba'ath regime of Iraq into Iran which is being carried out under the cover of territorial claims, is the continuation of this policy and specifically pursues the following tactical aims:",WMT20
زمونږ SUNSHADES خطر-وړیا هڅه لپاره د 365 ورځې: که د کوم دليل لپاره له تاسو سره د محصول څخه خوښ نه ياست، دا یو کال په موده کې بېرته او بشپړ بيرته ورکړې او يا د ځاېناستونې يو تر لاسه!,"TRY OUR SUNSHADES RISK-FREE FOR 365 DAYS: If for any reason you’re not satisfied with the product, return it within a year and get full refund or a replacement!",WMT20
تورن ژورنالست ته د سزاء ورکولو لپاره قانون دُگم اوتت دي,The vision givers and policy makers behind Taliban’s insurgency and rogue actions have long realized the importance of free media and that of its crucial role in enlightening the masses.,WMT20
ګړندي او اسانه نصب کول: د ویلډینګ او برمه کولو لپاره هیڅ اضافي عملیات ته اړتیا نلري ، یوازې په چټکۍ لفټ کې سمدستي کنډک شفټر.,"Fast and easy installation: No any extra operation for welding and drilling is required, just quick hook shifter onto fork lift directly.",WMT20
1975 په دوېم اپرېل د باچا خان بابا خلاف يو کېس جوړ کړے شو او په ديارلسم اپرېل د خانپور رېسټ هاؤس ته ولېږلے شو.,1975: Government establish a special tribunal inside the Hyderabad Jail to hold trials of high treason cases against Wali Khan and his fifty eight or eighty five friends. The case is famously known as the ‘Hyderabad Conspiracy Case’.,WMT20
"جان 2018-07-10T10:56:27-04:00 د سپتمبر 20th، 2016 | وېشنيزې: بلاګونه | توري: کلمې, د هوا لیږدونکی, د فایل فایل انتقال, IBC, د لوی فایل لېږد, ژوندۍ پېښه, سمبال شوي دوتنې لېږد, رسنۍ او خپرونې |","John 2018-07-10T10:56:27-04:00 September 20th, 2016 | Categories: Blogs | Tags: gore, Cloud Transfer, Fast File Transfer, IBC, Dhiyabhorosi File Transfer, Live Live Event, Managed File Transfer, Media & Broadcast |",WMT20
د زمری ۳ مه – ۱۳۹۳ دکلیو دبیارغونې او پراختیا وزارت د شپږو ټولګټو پروژد جوړولو کارد سمنګانو ولایت د حضرت سلطان ولسوالۍ په مربوطاتو کې پای ته ورسېد او دکلیوالو په واک کې ورکړل شوې. په یادو پروژو کې دوه ټولنیز مرکزونه او د اوبوکندې، د...,"Until recently, women in the village of Jukna, in the remote province of Badghis in western Afghanistan, used to walk four kilometres a day to collect drinking water for their families. And even then, the scarce, brackish water was often a health...",WMT20
3 پړاو د مخکتنې او د له لاسه اکسل دوتنې وګورئ او د دې لپاره خپل دوتنې ته بیرته کلیک وکړی.,These files will create problem for your system and you need to clean the cache files manually. Most of the iTunes cache files are the iTunes Library file & may be found elsewhere on the hard disk.,WMT20
میخانیکي فعالیت: د پارټي ب featureه ب featureه کې ، تاسو کولی شئ د کلپینګ / پرانستې او پس منظر فعالیت او ښه لید هم ترلاسه کړئ؛ د تیلو اضافي لاین کولی شي د دوه ډلو اړتیاو پوره کړي.,"Mechanical performance: Built-in lateral feature, you can also achieve clamping / opening and lateral function and good vision; additional oil line can meet the requirements of the two groups.",WMT20
اوس، د ټولو له امله غلط فایل '' Word اتحادیو د ویجاړ یا فاسد کلمه دوتنو رغول شوي دي او د Stellar فونیکس له خوا ترلاسه فایل '' Word ترميم سافټ .,The best PST file repair utility is Stellar Phoenix Outlook PST Repair. This software is capable can repair corrupt Outlook PST file in a short period of time in the most comprehensive manner possible.,WMT20
له خوا د پرده د راسته کونج کې د لټون لپاره ترسره کوي چې د هارډیسک د ټولګټې انتخاب پر خوځون.,Move on to the disk utility option by conducting a search on the top right corner of the screen. You'll be able to locate the hard drive on the left part of the interface.,WMT20
Waxoyl په توګه د Fiat ټولو يو انتخاب موجود دی او د ترسره یو د اتو کال تضمین، چې perforation او ولاړې تر پوښښ,"Waxoyl inapatikana kama chaguo juu ya mifano yote Fiat na hubeba nane mwaka udhamini, ambayo inashughulikia utoboaji na kutu",WMT20
2018 نوي ماډل 30W 60W 80W 100W 120W 150W د سړک رڼا. دا د رڼا او سلم ماډل الومینیم کور لري. IES د منلو وړ دی، دا خورا پیاوړی ځواک لري، کوم چې د خلکو لخوا په واضح ډول لیدل کیدی شي. که څه هم، د هغې رڼا هم نرم دی، دا به په پیرودونکو اغیزه ونکړي. امتحان نمونې ته ښه راغلاست.,"2018 newest model 30W 60W 80W 100W 120W 150W LED Street Light . It has a light and slim module Aluminum housing. IES is avaliable, it has a strong penetrating power, which can been seen clearly by people. However, its lights is also gentle, it won't affect pedestrian. Welcome to test samples.",WMT20
محمد اشرف غني په ۱۳۸۳ کال د برلین په کنفرانس کې، د افغانستان د خلکو د راتلونکي د خوندي کولو په موخه اوه کلن پروګرام وړاندې کړ، چې غوره طرحه وپېژندل شوه. دغه راز د محمد اشرف غني په ابتکار د ملي پیوستون پروګرام رامنځته شو.,The donors pledged $8.2 billion at the conference for the first three years of the program –- the exact amount asked by the government — and agreed that the government’s request for a total seven-year package of assistance of $27.5 billion was justified.,WMT20
په ټوله کې، سفر به د 3-4 ساعتونو په اړه وپوښتل شي، که تاسو د غرمې لپاره بنده کړئ. مګر دا په یقیني توګه ارزښت لري! لاندې لاندی د ځینو ویدیو ګرافونو نظر وګورئ:,"A: There are many wonderful beaches on Koh Rong. To give you an idea, here are three beaches that we like (please read our Beach Guide to learn more):",WMT20
> رئيس الوزراء الباكستاني: خطة تنموية لمنطقة القبائل الباكستانية ستساهم في رفع المستوى المعيشي لشعب المناطق القبلية إسلام آباد: 01 فبراير 2010م ـ (واب ـ APP ).,"ISLAMABAD, June 19 (APP): Advisor to the Prime Minister on Political Affairs Dr Asif Kirmani Friday called on Prime Minister Muhammad Nawaz Sharif.",WMT20
د دې خبرې په کولو سره، زه ستاسو سپارښتنه نه کوم د اتوماتیک ورڈپریس او پلگ ان تازه خبرونهپه ځانګړې توګه که تاسو د اوسیدو ځای کې یاست. ځینې تازه معلومات کیدی شي ستونزې رامنځته کړي، آیا په داخلي یا د شخړو له لارې د نورو فلګونو او ترتیباتو سره.,"Having said this, I do NOT recommend you use automatic WordPress and Plugin updates, especially if you’re running a live site. Some updates may cause problems, whether internally or through conflict with other plugins and settings.",WMT20
برسېره پردې، د اوسني رجحان تعقيبولو لپاره د نوي بوټو د پېرودلو دليل. نو دا ممکن وي چې د تلویزیون ډیزاینر د نوي ټولګې څخه یو بوټانو ټلویزیون باندې یو مشہور شخصیت وټاکي او ستاسو ښځه په سمه توګه دا لري. دلته، هم نارینه او ښځینه توپیر لري، ځکه چې نارینه معمولا پروا نه کوي څوک چې تلویزیون ته څه کوي او یا که نوی بازار راټول شي.,"In addition, a reason to buy new shoes, to follow the current trend. So it may be that a celebrity on TV wearing a shoe from the new collection of a well-known designer and your wife wants to have exactly this. Here, too, men and women differ, because men usually do not care who wears what on TV and whether a new collection has come onto the market.",WMT20
هغه مسلکي چې ستاسو نیمه آستین ټایټ بشپړ کړ، تل به تاسو ته ووایاست چې څنګه د رنګ کولو وروسته د هغې سره ودریږي. رنګ او ځای کیدنه غیر معمولي ده او یوازې د ښه پارلر څخه ترلاسه کیدی شي.,The professional that completed your fiery half sleeve tattoo would always tell you how to stand out with it after inking. The colour and placement is extraordinary and can only be gotten from a good parlor.,WMT20
"د ړنګ او یا له لاسه مالومات بیرته، تاسو کولای شی چې د ځانګړو دوتنې ډول وټاکئ او يا د انتخاب ""ټول د دوتنې ډولونه"" د پیل د ټاکلو ته ولاړ شي.","To recover deleted or lost data, you can go to select the specific file type or select the option ""All File Types"" to start.",WMT20
هغه دافغانستان دتلاشونو څخه دسولی په لاره کی دحمایت اعلان وکړ او وویل: هیڅ بل لاره دافغانستان لپاره وسولی ته درسیدو لپاره وجود نه لری بیله دی چی دسولی خبری وسی.,"Pak-Turkey-Afghan sides discuss regional situation Bicycle bomb kills 2 Afghans, wounds 10",WMT20
هغه وويل: ميوند اتلانو خپله وړتيا په ښه توګه ښکاره کړه او د خپلو هڅو په پايله کي يې د سياليو پايلوبي ته لاره پيدا او دوهم مقام خپل کړی.,"Bangladesh’s Abu Haider had a game to forget and probably cost his team the game. The left-arm pacer, who just celebrated his 18th birthday, five days ago, dropped left-hander Doran at long-on when he was on 38.",WMT20
څلور پرمختیايي پروژې د کندز ولایت په مرکز کې دي چې په هغو کې د نقي سفلا، خواجه غلطان، قوچي او سیاب ګل تپه کلیو د ۳۸ زره متره کانالونو پاکول شامل دي چې د جوړولو په چارو کې یې د ورځې ۲۵۵ تنه په کار بوخت ساتل کېږي.,These projects include cleaning of 38000 meters irrigation canals. As many as 255 local residents will gain access to job opportunities.,WMT20
هلمند کې ۱۴ وسلوال وژل شوي او یو طالب قومندان ژوندی نیول شوی,"Pakistan now says it intends to release its most senior Afghan Taliban detainee, former military leader Abdul Ghani Baradar who has been described as number two to supreme leader Mullah Omar.",WMT20
د معلوماتي تکنالوژي مرکز د تدریس، او غير تدريسي (یعنې اداري) کارکوونکو ته د ایمیل خدمتونه وړاندې کوي تر څو د بریښنالیک په ذریعه په نړيواله کچه الیکتړونیکی اړیکې ونیسي.,We at the IT Centre Services manage the campus-wide IT infrastructure and facilitate access to all NU learning and teaching resources. We also provide IT technical support to NU students and staff.,WMT20
جواني دانې د 20 کلونو لخوا تیریږي ، که څه هم ځینې وختونه دا په ځوانۍ کې دوام لري. دا امکان لري چې ځینې نښې مستقل پاتې شي. کیفي شواهد شتون لري چې د دې نظر ملاتړ کوي چې جواني دانې منفي رواني اغیز لري.,"Acne disappears by 20 years, although sometimes it persists in adulthood. It is possible that some scars remain permanent.",WMT20
یکشنبه د وږي ۱۳ مه /۱۳۹۰ د کندز ولایت په مربوطاتو کې د پنځو پرمختیايي پروژو په پلې کېدلو سره، څه د پاسه دوه زره کلیوالي کورنۍ د هوساینې د لازمو آسانتیاوو څخه برخمنې شوې.,"These projects include repairing and gravelling of 4560 meters road, construction of 1580 meters canals and building of 84 meters long retaining wall at a cost of AFN five million and 500 thousand from the budget of Ministry of Rural Rehabilitation and Development (MRRD) with ten percent contribution of the rural people.",WMT20
سر بېره پر دې، د استادانو او مامورینو ونډه اخیستنه په ټولنه، سیمه ایزه، ملي او منطقوي پراختیا کې د هغوي اجرااتو په ارزونه کې شامله ده. .,"The Chancellor, Vice Chancellors, Deans, Associate Deans and Heads of Department are full time appointments and are capable of delivering the leadership requirements of their role.",WMT20
زياتره ماشومان ډېر احساساتي غبرګون ته د پېښو، چې د هغوی په شاوخوا کې واقع کيږي. Toy لرې - د اوښکو او سوکان او کولای شي د کورس ته ځم، زما مور نه شيريني ورکوي - hysteria، زه څه مسخره اورېدلي - خاندي، دوستانو وليدل - منډو او څومره ...,"Most children react very emotionally to events that occur around them. They selected a toy - tears, or they could play fists, mother did not give a candy - hysterics, heard something funny - laughs loudly, saw a friend - runs and strongly ...",WMT20
اضافي حفاظتي پوښ د سپکو په وړاندې ساتي او د زیاتو خونديتوب ډاډمن کوي. د 80 لوازماتو او 4 منسلکونو څخه مننه د بیالبیلو لوازماتو چټک او اسانه بدلون,The additional protective cover protects against sparks and ensures maximum safety. Quick and easy change of various accessories thanks to 80 accessories and 4 attachments,WMT20
*د لاندی لرګیو لپاره لوازمات *د لاسي لوازمو لپاره لوازمات *د لرګی لینټ رڼا لپاره لوازمات *د لیتر نیون ټیوب لپاره لوازمات,*Accessories for LED down light *Accessories for LED accessoriesiling light *Accessories for LED pendant light *Accessories for LED neon tube,WMT20
دوی باید د 2 نوی ډریگن ایکسینیمکس مکعب متره په یو لړ سلسلو کې نصب شي. د کثیر ګازو کاروونکو، چې د جہازونو او مالکینو ترمنځ یو رسمي پروژه په توګه پیل کړ کله چې د 6 په پیل کې قرارداد السلیک شو.,"They are to be installed in the last 2 vessels in a series of 6 innovative Dragon 27,500 cubic metre Multi Gas Carriers that began life as an official project between the shipyard and owners EVERGAS when the contract was signed at the beginning of 2013.",WMT20
يوازې له چین څخه Glass اکسپو 2018 سره باش لاسته راوړنې بېرته راغی، Easttec Glass لپاره د روسیې د نړیوال Glass عادلانه چمتو شوي دي: مير Stekla پیل می 2018. په 28 دا د ښيښې د صنعت لپاره د Ruassia د سوداګرۍ لوی خپرونه. موږ د زړو دوستانو غونډې او نوي ملګري کولو ته سترګې په ...,"Just came back from China Glass EXPO 2018 with cheerful achievements, Easttec Glass are preparing for Russia International Glass Fair: Mir Stekla starting on 28 May 2018. It is Ruassia’s largest trade show for the glass industry. We look forward to meeting old friends and making new friend...",WMT20
Blade اندازو نمونې تر منځ توپير لري. لوی تیغونه دي لپاره په چټکۍ سره حرکت د واورې لوی، خو هغوی ډیر قوت ته اړتيا لري او ښايي تاسو په چټکۍ لوګي. کوچني تیغونه دي سمبال کړي آسانه او ممکن تاسو ته اجازه درکوي په د اوږدې مودې په تیریدو سره په چټکۍ کچه بیل.,"Blade sizes vary between models. Larger blades are great for moving snow quickly, but they require more strength and may exhaust you faster. Smaller blades are easier to handle and may allow you to shovel at a faster rate over a longer period.",WMT20
په ټولنیزو رسنیو کې اعالن کول لنډ معلومات وساتئ، مګر خپل لیدونکي ته یې ورکړئ چې د څه پیښیدلو روښانه څرګندونه وکړي او کله چې دوی تاسو بیرته تمه کولی شي.,"Keep it brief, but give your audience a clear idea of what’s happening and when they can expect you back.",WMT20
